,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
19919,Mon 08:19:20 AM,51.3779,7.7454,↖ 331°,371.0,427.0,"28,025",-26.0,FlightAware ADS-B (DUS / EDDL),Arrivals,DLH992,2025-03-24 14:11:45
19920,Mon 08:19:50 AM,51.422,7.7057,↖ 331°,369.0,425.0,"28,000",-25.0,FlightAware ADS-B (CGN / EDDK),Arrivals,DLH992,2025-03-24 14:11:45
19921,Mon 08:20:20 AM,51.4666,7.6656,↖ 331°,369.0,425.0,"28,000",-25.0,FlightAware ADS-B (DTM / EDLW),Arrivals,DLH992,2025-03-24 14:11:45
19922,Mon 08:20:50 AM,51.5105,7.6259,↖ 331°,368.0,423.0,"27,975",-25.0,FlightAware ADS-B (GUT / ETUO),Arrivals,DLH992,2025-03-24 14:11:45
19923,Mon 08:21:20 AM,51.5549,7.5858,↖ 331°,368.0,423.0,"27,975",26.0,FlightAware ADS-B (GUT / ETUO),Arrivals,DLH992,2025-03-24 14:11:45
19924,Mon 08:21:47 AM,51.5959,7.5487,↖ 331°,366.0,421.0,"28,000",22.0,FlightAware ADS-B (ENS / EHTW),Arrivals,DLH992,2025-03-24 14:11:45
19925,Mon 08:22:29 AM,51.6579,7.4921,↖ 331°,365.0,420.0,"28,000",-14.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH992,2025-03-24 14:11:45
19926,Mon 08:23:38 AM,51.759,7.3998,↖ 330°,364.0,419.0,"27,975",-15.0,FlightAware ADS-B (EHDR),Arrivals,DLH992,2025-03-24 14:11:45
19927,Mon 08:24:08 AM,51.801,7.3612,↖ 330°,364.0,419.0,"27,975",,FlightAware ADS-B (DUS / EDDL),Arrivals,DLH992,2025-03-24 14:11:45
19928,Mon 08:24:38 AM,51.8452,7.3206,↖ 330°,365.0,420.0,"27,975",,FlightAware ADS-B (DUS / EDDL),Arrivals,DLH992,2025-03-24 14:11:45
19929,Mon 08:25:08 AM,51.8899,7.2794,↖ 330°,366.0,421.0,"27,975",-43.0,FlightAware ADS-B (EDLD),Arrivals,DLH992,2025-03-24 14:11:45
19930,Mon 08:25:47 AM,51.9475,7.2261,↖ 330°,366.0,421.0,"27,925",-457.0,FlightAware ADS-B (ETNW),Arrivals,DLH992,2025-03-24 14:11:45
19931,Mon 08:26:17 AM,51.9905,7.1863,↖ 330°,363.0,418.0,"27,450",-875.0,FlightAware ADS-B (EHTE),Arrivals,DLH992,2025-03-24 14:11:45
19932,Mon 08:26:35 AM,52.0154,7.1628,↖ 328°,365.0,420.0,"27,225",-917.0,FlightAware ADS-B (EDLB),Arrivals,DLH992,2025-03-24 14:11:45
19933,Mon 08:26:53 AM,52.0403,7.1274,← 312°,374.0,430.0,"26,900",-1038.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH992,2025-03-24 14:11:45
19934,Mon 08:27:14 AM,52.0594,7.0771,← 297°,382.0,440.0,"26,550",-1011.0,FlightAware ADS-B (EIN / EHEH),Arrivals,DLH992,2025-03-24 14:11:45
19935,Mon 08:27:39 AM,52.0792,7.0128,← 297°,380.0,437.0,"26,125",-1213.0,FlightAware ADS-B (EHDR),Arrivals,DLH992,2025-03-24 14:11:45
19936,Mon 08:28:01 AM,52.096,6.9584,← 297°,379.0,436.0,"25,600",-1529.0,FlightAware ADS-B (UTC / EHSB),Arrivals,DLH992,2025-03-24 14:11:45
19937,Mon 08:28:31 AM,52.1196,6.8821,← 297°,378.0,435.0,"24,800",-1650.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH992,2025-03-24 14:11:45
19938,Mon 08:29:01 AM,52.1436,6.8034,← 296°,377.0,434.0,"23,950",-1718.0,FlightAware ADS-B (BRV / EDWB),Arrivals,DLH992,2025-03-24 14:11:45
19939,Mon 08:29:26 AM,52.1628,6.7404,← 296°,373.0,429.0,"23,225",-1684.0,FlightAware ADS-B (DTM / EDLW),Arrivals,DLH992,2025-03-24 14:11:45
19940,Mon 08:29:50 AM,52.1808,6.6811,← 296°,366.0,421.0,"22,575",-1605.0,FlightAware ADS-B (ENS / EHTW),Arrivals,DLH992,2025-03-24 14:11:45
19941,Mon 08:30:09 AM,52.1944,6.6367,← 296°,361.0,415.0,"22,075",-1622.0,FlightAware ADS-B (EHLW),Arrivals,DLH992,2025-03-24 14:11:45
19942,Mon 08:30:27 AM,52.2079,6.592,← 296°,359.0,413.0,"21,575",-1644.0,FlightAware ADS-B (EHDL),Arrivals,DLH992,2025-03-24 14:11:45
19943,Mon 08:31:01 AM,52.2328,6.5096,← 296°,354.0,407.0,"20,650",-1641.0,FlightAware ADS-B (FCN / ETMN),Arrivals,DLH992,2025-03-24 14:11:45
19944,Mon 08:31:31 AM,52.2537,6.4404,← 296°,349.0,402.0,"19,825",-1680.0,FlightAware ADS-B (EIN / EHEH),Arrivals,DLH992,2025-03-24 14:11:45
19945,Mon 08:31:51 AM,52.2677,6.3942,← 296°,348.0,400.0,"19,250",-1662.0,FlightAware ADS-B (EHDL),Arrivals,DLH992,2025-03-24 14:11:45
19946,Mon 08:32:36 AM,52.3,6.2863,← 296°,341.0,392.0,"18,025",-1650.0,FlightAware ADS-B (EDXE),Arrivals,DLH992,2025-03-24 14:11:45
19947,Mon 08:33:11 AM,52.3233,6.2079,← 296°,340.0,391.0,"17,050",-1696.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH992,2025-03-24 14:11:45
19948,Mon 08:33:45 AM,52.3462,6.1308,← 296°,336.0,387.0,"16,075",-1688.0,FlightAware ADS-B (ETWM),Arrivals,DLH992,2025-03-24 14:11:45
19949,Mon 08:34:15 AM,52.3666,6.0623,← 296°,330.0,380.0,"15,250",-1647.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH992,2025-03-24 14:11:45
19950,Mon 08:34:36 AM,52.3799,6.0169,← 296°,326.0,375.0,"14,675",-1684.0,FlightAware ADS-B (EHOW),Arrivals,DLH992,2025-03-24 14:11:45
19951,Mon 08:35:12 AM,52.4039,5.9358,← 296°,319.0,367.0,"13,650",-1659.0,FlightAware ADS-B (EIN / EHEH),Arrivals,DLH992,2025-03-24 14:11:45
19952,Mon 08:35:42 AM,52.4224,5.8727,← 296°,313.0,360.0,"12,850",-1625.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19953,Mon 08:36:12 AM,52.4408,5.8102,← 296°,308.0,354.0,"12,025",-1525.0,FlightAware ADS-B (EHHO),Arrivals,DLH992,2025-03-24 14:11:45
19954,Mon 08:36:42 AM,52.4596,5.7462,← 296°,298.0,343.0,"11,325",-1175.0,FlightAware ADS-B (MST / EHBK),Arrivals,DLH992,2025-03-24 14:11:45
19955,Mon 08:37:12 AM,52.4766,5.6877,← 296°,285.0,328.0,"10,850",-975.0,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19956,Mon 08:37:42 AM,52.4933,5.6303,← 295°,280.0,322.0,"10,350",-1094.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH992,2025-03-24 14:11:45
19957,Mon 08:38:00 AM,52.5032,5.5923,← 291°,281.0,323.0,"9,975",-1368.0,FlightAware ADS-B (MGL / EDLN),Arrivals,DLH992,2025-03-24 14:11:45
19958,Mon 08:38:16 AM,52.5042,5.5613,← 265°,280.0,322.0,"9,575",-1359.0,FlightAware ADS-B (EHDR),Arrivals,DLH992,2025-03-24 14:11:45
19959,Mon 08:38:32 AM,52.4963,5.5304,↙ 240°,281.0,323.0,"9,250",-1026.0,FlightAware ADS-B (EHHO),Arrivals,DLH992,2025-03-24 14:11:45
19960,Mon 08:38:54 AM,52.4817,5.4908,↙ 239°,281.0,323.0,"8,925",-952.0,FlightAware ADS-B (GRQ / EHGG),Arrivals,DLH992,2025-03-24 14:11:45
19961,Mon 08:39:24 AM,52.4615,5.4352,↙ 239°,276.0,318.0,"8,425",-980.0,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19962,Mon 08:39:43 AM,52.4494,5.4021,↙ 239°,275.0,316.0,"8,125",-943.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19963,Mon 08:39:59 AM,52.4391,5.374,↙ 239°,275.0,316.0,"7,875",-929.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19964,Mon 08:40:25 AM,52.4224,5.329,↙ 239°,275.0,316.0,"7,475",-980.0,FlightAware ADS-B (DHR / EHKD),Arrivals,DLH992,2025-03-24 14:11:45
19965,Mon 08:40:48 AM,52.4071,5.2874,↙ 240°,275.0,316.0,"7,075",-1047.0,FlightAware ADS-B (EHDB),Arrivals,DLH992,2025-03-24 14:11:45
19966,Mon 08:41:08 AM,52.3936,5.2509,↙ 240°,274.0,315.0,"6,725",-1021.0,FlightAware ADS-B (EHDB),Arrivals,DLH992,2025-03-24 14:11:45
19967,Mon 08:41:35 AM,52.3754,5.2017,↙ 239°,273.0,314.0,"6,275",-974.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH992,2025-03-24 14:11:45
19968,Mon 08:42:05 AM,52.3567,5.1514,↙ 239°,271.0,312.0,"5,800",-975.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH992,2025-03-24 14:11:45
19969,Mon 08:42:35 AM,52.3365,5.0971,↙ 239°,266.0,306.0,"5,300",-946.0,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19970,Mon 08:42:51 AM,52.3263,5.0726,↙ 228°,264.0,304.0,"5,075",-900.0,FlightAware ADS-B (EHVB),Arrivals,DLH992,2025-03-24 14:11:45
19971,Mon 08:43:10 AM,52.3066,5.0503,↙ 210°,267.0,307.0,"4,775",-704.0,FlightAware ADS-B (DHR / EHKD),Arrivals,DLH992,2025-03-24 14:11:45
19972,Mon 08:43:40 AM,52.2746,5.0211,↙ 209°,269.0,310.0,"4,500",-450.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH992,2025-03-24 14:11:45
19973,Mon 08:44:10 AM,52.2404,4.9897,↙ 210°,268.0,308.0,"4,325",-538.0,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19974,Mon 08:44:33 AM,52.2168,4.968,↙ 209°,255.0,293.0,"4,025",-713.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19975,Mon 08:44:50 AM,52.1983,4.9555,↓ 197°,246.0,283.0,"3,850",-514.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH992,2025-03-24 14:11:45
19976,Mon 08:45:08 AM,52.1802,4.948,↓ 194°,237.0,273.0,"3,725",-531.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19977,Mon 08:45:38 AM,52.1483,4.9356,↓ 194°,231.0,266.0,"3,425",-600.0,FlightAware ADS-B (EHTE),Arrivals,DLH992,2025-03-24 14:11:45
19978,Mon 08:46:08 AM,52.1173,4.9235,↓ 194°,234.0,269.0,"3,125",-620.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH992,2025-03-24 14:11:45
19979,Mon 08:46:24 AM,52.103,4.9101,↙ 223°,226.0,260.0,"2,950",-343.0,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19980,Mon 08:46:43 AM,52.0956,4.8811,← 263°,223.0,257.0,"2,925",-79.0,FlightAware ADS-B (LEY / EHLE),Arrivals,DLH992,2025-03-24 14:11:45
19981,Mon 08:47:02 AM,52.0955,4.8502,← 271°,210.0,242.0,"2,900",,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19982,Mon 08:47:19 AM,52.0958,4.8246,← 273°,201.0,231.0,"2,925",44.0,FlightAware ADS-B (GLZ / EHGR),Arrivals,DLH992,2025-03-24 14:11:45
19983,Mon 08:47:36 AM,52.1018,4.8025,← 309°,196.0,226.0,"2,925",,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19984,Mon 08:47:59 AM,52.1211,4.7865,↑ 340°,201.0,231.0,"2,925",-263.0,FlightAware ADS-B (EHDL),Arrivals,DLH992,2025-03-24 14:11:45
19985,Mon 08:48:16 AM,52.1358,4.7778,↑ 340°,201.0,231.0,"2,750",-773.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19986,Mon 08:48:32 AM,52.1485,4.7704,↑ 342°,199.0,229.0,"2,500",-773.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19987,Mon 08:48:49 AM,52.1664,4.7669,↑ 359°,193.0,222.0,"2,325",-585.0,FlightAware ADS-B (EHHV),Arrivals,DLH992,2025-03-24 14:11:45
19988,Mon 08:49:13 AM,52.1851,4.7678,↑ 2°,183.0,211.0,"2,100",-917.0,FlightAware ADS-B (RTM / EHRD),Arrivals,DLH992,2025-03-24 14:11:45
19989,Mon 08:49:43 AM,52.2106,4.7701,↑ 3°,167.0,192.0,"1,500",-1000.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19990,Mon 08:50:13 AM,52.2328,4.7722,↑ 3°,153.0,176.0,"1,100",-792.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19991,Mon 08:50:19 AM,52.2366,4.7725,↑ 3°,148.0,170.0,"1,025",-750.0,Surface and Near-Surface,Arrivals,DLH992,2025-03-24 14:11:45
19992,Mon 08:50:29 AM,52.2437,4.7731,↑ 3°,141.0,162.0,900,-808.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19993,Mon 08:50:45 AM,52.2533,4.774,↑ 3°,135.0,155.0,675,-797.0,FlightAware ADS-B (NRN / EDLV),Arrivals,DLH992,2025-03-24 14:11:45
19994,Mon 08:51:01 AM,52.2639,4.7749,↑ 3°,134.0,154.0,475,-703.0,FlightAware ADS-B (EHVB),Arrivals,DLH992,2025-03-24 14:11:45
19995,Mon 08:51:17 AM,52.2732,4.7758,↑ 3°,134.0,154.0,300,-703.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
19996,Mon 08:51:33 AM,52.2826,4.7766,↑ 3°,130.0,150.0,100,-750.0,FlightAware ADS-B (UDE / EHVK),Arrivals,DLH992,2025-03-24 14:11:45
19997,Mon 08:51:49 AM,52.2928,4.7775,↑ 3°,132.0,152.0,,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,DLH992,2025-03-24 14:11:45
21534,Mon 07:42:48 AM,43.6656,7.2286,↗ 46°,146.0,168.0,700,,FlightAware ADS-B (BAE / LFMR),Arrivals,KLM1476,2025-03-24 14:31:26
21535,Mon 07:43:04 AM,43.6705,7.2413,→ 80°,149.0,171.0,"1,250",1219.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21536,Mon 07:43:20 AM,43.6684,7.2578,↘ 118°,182.0,209.0,"1,350",703.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21537,Mon 07:43:36 AM,43.6587,7.2716,↘ 144°,203.0,234.0,"1,625",1641.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21538,Mon 07:43:52 AM,43.6457,7.2843,↘ 143°,212.0,244.0,"2,225",2766.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21539,Mon 07:44:08 AM,43.633,7.2985,↘ 140°,218.0,251.0,"3,100",3353.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21540,Mon 07:44:26 AM,43.619,7.3132,↘ 152°,219.0,252.0,"4,125",3485.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21541,Mon 07:44:42 AM,43.6032,7.3177,↓ 182°,221.0,254.0,"5,075",3514.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21542,Mon 07:45:01 AM,43.5849,7.3071,↙ 210°,224.0,258.0,"6,175",3385.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21543,Mon 07:45:21 AM,43.5679,7.2918,↙ 213°,225.0,259.0,"7,275",3250.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21544,Mon 07:45:43 AM,43.551,7.2695,↙ 240°,233.0,268.0,"8,450",3183.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21545,Mon 07:46:02 AM,43.5465,7.2422,← 278°,237.0,273.0,"9,450",3000.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21546,Mon 07:46:19 AM,43.5557,7.2199,↖ 320°,246.0,283.0,"10,250",2363.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21547,Mon 07:46:42 AM,43.5789,7.2036,↑ 339°,264.0,304.0,"11,025",1981.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21548,Mon 07:47:12 AM,43.6171,7.184,↑ 339°,290.0,334.0,"12,000",2550.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21549,Mon 07:47:42 AM,43.6533,7.1643,↖ 338°,294.0,338.0,"13,575",2710.0,FlightAware ADS-B (NCE / LFMN),Arrivals,KLM1476,2025-03-24 14:31:26
21550,Mon 07:48:14 AM,43.6954,7.1412,↖ 338°,311.0,358.0,"14,800",2516.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21551,Mon 07:48:44 AM,43.7359,7.1187,↖ 338°,319.0,367.0,"16,175",2600.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21552,Mon 07:49:14 AM,43.7779,7.0953,↖ 338°,329.0,379.0,"17,400",2591.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21553,Mon 07:49:39 AM,43.8139,7.0757,↑ 341°,334.0,384.0,"18,550",2438.0,FlightAware ADS-B (LTT / LFTZ),Arrivals,KLM1476,2025-03-24 14:31:26
21554,Mon 07:50:02 AM,43.848,7.0621,↑ 347°,343.0,395.0,"19,350",2110.0,FlightAware ADS-B (LIN / LIML),Arrivals,KLM1476,2025-03-24 14:31:26
21555,Mon 07:50:38 AM,43.9052,7.0462,↑ 349°,357.0,411.0,"20,625",2295.0,FlightAware ADS-B (LIN / LIML),Arrivals,KLM1476,2025-03-24 14:31:26
21556,Mon 07:51:08 AM,43.9554,7.0329,↑ 350°,360.0,414.0,"21,875",2175.0,FlightAware ADS-B (MRS / LFML),Arrivals,KLM1476,2025-03-24 14:31:26
21557,Mon 07:51:38 AM,44.0037,7.0204,↑ 349°,370.0,426.0,"22,800",1893.0,FlightAware ADS-B (GOA / LIMJ),Arrivals,KLM1476,2025-03-24 14:31:26
21558,Mon 07:52:09 AM,44.058,7.0063,↑ 350°,380.0,437.0,"23,800",1918.0,FlightAware ADS-B (CUF / LIMZ),Arrivals,KLM1476,2025-03-24 14:31:26
21559,Mon 07:52:39 AM,44.1088,6.9934,↑ 350°,386.0,444.0,"24,750",1943.0,FlightAware ADS-B (LIN / LIML),Arrivals,KLM1476,2025-03-24 14:31:26
21560,Mon 07:53:10 AM,44.1645,6.9797,↑ 350°,391.0,450.0,"25,775",1282.0,FlightAware ADS-B (CUF / LIMZ),Arrivals,KLM1476,2025-03-24 14:31:26
21561,Mon 07:53:41 AM,44.2203,6.9649,↑ 349°,413.0,475.0,"26,075",1672.0,FlightAware ADS-B (LFKL),Arrivals,KLM1476,2025-03-24 14:31:26
21562,Mon 07:54:11 AM,44.2776,6.949,↑ 349°,402.0,463.0,"27,475",2375.0,FlightAware ADS-B (LFKL),Arrivals,KLM1476,2025-03-24 14:31:26
21563,Mon 07:54:41 AM,44.3314,6.9336,↑ 349°,402.0,463.0,"28,450",1959.0,FlightAware ADS-B (CEQ / LFMD),Arrivals,KLM1476,2025-03-24 14:31:26
21564,Mon 07:55:00 AM,44.3667,6.9237,↑ 348°,401.0,461.0,"29,075",1837.0,FlightAware ADS-B (MRS / LFML),Arrivals,KLM1476,2025-03-24 14:31:26
21565,Mon 07:55:30 AM,44.4207,6.9073,↑ 348°,399.0,459.0,"29,950",1750.0,FlightAware ADS-B (GOA / LIMJ),Arrivals,KLM1476,2025-03-24 14:31:26
21566,Mon 07:56:00 AM,44.4749,6.8907,↑ 348°,398.0,458.0,"30,825",1150.0,FlightAware ADS-B (LFNC),Arrivals,KLM1476,2025-03-24 14:31:26
21567,Mon 07:56:30 AM,44.53,6.8738,↑ 348°,412.0,474.0,"31,100",775.0,FlightAware ADS-B (LFNC),Arrivals,KLM1476,2025-03-24 14:31:26
21568,Mon 07:57:00 AM,44.5865,6.8565,↑ 348°,417.0,480.0,"31,600",1050.0,FlightAware ADS-B (EBA / LIRJ),Arrivals,KLM1476,2025-03-24 14:31:26
21569,Mon 07:57:30 AM,44.6425,6.8401,↑ 349°,420.0,483.0,"32,150",1082.0,FlightAware ADS-B (TRN / LIMF),Arrivals,KLM1476,2025-03-24 14:31:26
21570,Mon 07:58:01 AM,44.7013,6.8236,↑ 349°,424.0,488.0,"32,700",910.0,FlightAware ADS-B (EBU / LFMH),Arrivals,KLM1476,2025-03-24 14:31:26
21571,Mon 07:58:31 AM,44.7602,6.8069,↑ 349°,431.0,496.0,"33,075",725.0,FlightAware ADS-B (EBU / LFMH),Arrivals,KLM1476,2025-03-24 14:31:26
21572,Mon 07:59:01 AM,44.8187,6.7902,↑ 349°,438.0,504.0,"33,425",820.0,FlightAware ADS-B (NCY / LFLP),Arrivals,KLM1476,2025-03-24 14:31:26
21573,Mon 07:59:46 AM,44.9096,6.7642,↑ 349°,442.0,509.0,"34,100",1060.0,FlightAware ADS-B (BZR / LFMU),Arrivals,KLM1476,2025-03-24 14:31:26
21574,Mon 08:00:16 AM,44.969,6.7472,↑ 349°,439.0,505.0,"34,750",925.0,FlightAware ADS-B (LFMA),Arrivals,KLM1476,2025-03-24 14:31:26
21575,Mon 08:00:46 AM,45.0264,6.7307,↑ 349°,444.0,511.0,"35,025",775.0,FlightAware ADS-B (LIN / LIML),Arrivals,KLM1476,2025-03-24 14:31:26
21576,Mon 08:01:16 AM,45.0883,6.7128,↑ 349°,441.0,507.0,"35,525",1057.0,FlightAware ADS-B (LIDU),Arrivals,KLM1476,2025-03-24 14:31:26
21577,Mon 08:01:47 AM,45.1488,6.6954,↑ 348°,437.0,503.0,"36,100",959.0,FlightAware ADS-B (DIJ / LFSD),Arrivals,KLM1476,2025-03-24 14:31:26
21578,Mon 08:02:17 AM,45.2089,6.678,↑ 348°,438.0,504.0,"36,500",750.0,FlightAware ADS-B (LSXU),Arrivals,KLM1476,2025-03-24 14:31:26
21579,Mon 08:02:47 AM,45.2675,6.661,↑ 348°,438.0,504.0,"36,850",675.0,FlightAware ADS-B (LSXU),Arrivals,KLM1476,2025-03-24 14:31:26
21580,Mon 08:03:17 AM,45.3269,6.6437,↑ 348°,439.0,505.0,"37,175",650.0,FlightAware ADS-B (VAF / LFLU),Arrivals,KLM1476,2025-03-24 14:31:26
21581,Mon 08:03:47 AM,45.3869,6.6263,↑ 348°,439.0,505.0,"37,500",700.0,FlightAware ADS-B (LFMI),Arrivals,KLM1476,2025-03-24 14:31:26
21582,Mon 08:04:17 AM,45.4455,6.6091,↑ 348°,437.0,503.0,"37,875",484.0,FlightAware ADS-B (LIN / LIML),Arrivals,KLM1476,2025-03-24 14:31:26
21583,Mon 08:04:49 AM,45.5109,6.59,↑ 348°,442.0,509.0,"38,000",119.0,FlightAware ADS-B (BLQ / LIPE),Arrivals,KLM1476,2025-03-24 14:31:26
21584,Mon 08:05:20 AM,45.5725,6.5719,↑ 348°,449.0,517.0,"38,000",,FlightAware ADS-B (BLQ / LIPE),Arrivals,KLM1476,2025-03-24 14:31:26
21585,Mon 08:05:52 AM,45.6373,6.5529,↑ 348°,456.0,525.0,"38,000",,FlightAware ADS-B (LSZP),Arrivals,KLM1476,2025-03-24 14:31:26
21586,Mon 08:06:25 AM,45.7076,6.5322,↑ 348°,456.0,525.0,"38,000",,FlightAware ADS-B (LIMS),Arrivals,KLM1476,2025-03-24 14:31:26
21587,Mon 08:06:55 AM,45.7711,6.5134,↑ 348°,455.0,524.0,"38,000",,FlightAware ADS-B (GVA / LSGG),Arrivals,KLM1476,2025-03-24 14:31:26
21588,Mon 08:07:25 AM,45.8296,6.4961,↑ 348°,454.0,522.0,"38,000",,FlightAware ADS-B (MXP / LIMC),Arrivals,KLM1476,2025-03-24 14:31:26
21589,Mon 08:07:44 AM,45.8642,6.4859,↑ 350°,453.0,521.0,"38,000",,FlightAware ADS-B (GVA / LSGG),Arrivals,KLM1476,2025-03-24 14:31:26
21590,Mon 08:08:08 AM,45.921,6.4762,↑ 355°,451.0,519.0,"38,000",,FlightAware ADS-B (LSGP),Arrivals,KLM1476,2025-03-24 14:31:26
21591,Mon 08:08:38 AM,45.9818,6.4688,↑ 355°,450.0,518.0,"38,000",,FlightAware ADS-B,Arrivals,KLM1476,2025-03-24 14:31:26
21592,Mon 08:09:08 AM,46.0426,6.461,↑ 355°,451.0,519.0,"38,000",,FlightAware ADS-B (ALL / LIMG),Arrivals,KLM1476,2025-03-24 14:31:26
21593,Mon 08:09:38 AM,46.1054,6.4529,↑ 355°,452.0,520.0,"38,000",,FlightAware ADS-B (LFGI),Arrivals,KLM1476,2025-03-24 14:31:26
21594,Mon 08:09:59 AM,46.1507,6.4477,↑ 357°,452.0,520.0,"38,000",,FlightAware ADS-B (BRN / LSZB),Arrivals,KLM1476,2025-03-24 14:31:26
21595,Mon 08:10:21 AM,46.1926,6.4455,↑ 359°,450.0,518.0,"38,000",,FlightAware ADS-B (LSTB),Arrivals,KLM1476,2025-03-24 14:31:26
21596,Mon 08:10:40 AM,46.2354,6.4452,↑ 0°,449.0,517.0,"38,000",,FlightAware ADS-B (EDTO),Arrivals,KLM1476,2025-03-24 14:31:26
21597,Mon 08:11:05 AM,46.2872,6.4451,↑ 360°,446.0,513.0,"38,000",,FlightAware ADS-B (LSPK),Arrivals,KLM1476,2025-03-24 14:31:26
21598,Mon 08:11:22 AM,46.3203,6.4451,↑ 360°,446.0,513.0,"38,000",,FlightAware ADS-B (LSGN),Arrivals,KLM1476,2025-03-24 14:31:26
21599,Mon 08:11:47 AM,46.3732,6.445,↑ 360°,448.0,516.0,"38,000",,FlightAware ADS-B (GVA / LSGG),Arrivals,KLM1476,2025-03-24 14:31:26
21600,Mon 08:12:10 AM,46.421,6.4448,↑ 0°,449.0,517.0,"38,000",,FlightAware ADS-B (GVA / LSGG),Arrivals,KLM1476,2025-03-24 14:31:26
21601,Mon 08:12:28 AM,46.457,6.4447,↑ 360°,450.0,518.0,"38,000",,FlightAware ADS-B (TRN / LIMF),Arrivals,KLM1476,2025-03-24 14:31:26
21602,Mon 08:12:49 AM,46.5008,6.4447,↑ 360°,452.0,520.0,"38,000",,FlightAware ADS-B,Arrivals,KLM1476,2025-03-24 14:31:26
21603,Mon 08:13:10 AM,46.5459,6.4445,↑ 0°,453.0,521.0,"38,000",,FlightAware ADS-B (LSGY),Arrivals,KLM1476,2025-03-24 14:31:26
21604,Mon 08:13:40 AM,46.609,6.4444,↑ 360°,453.0,521.0,"38,000",,FlightAware ADS-B (LSMD),Arrivals,KLM1476,2025-03-24 14:31:26
