,Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
62233,Mon 01:21:36 PM,47.6678,3.6108,↑ 342°,435.0,501.0,"40,000",,FlightAware ADS-B (LFGE),Arrivals,KLM1470,2025-03-24 19:37:57
62234,Mon 01:22:06 PM,47.7252,3.5824,↑ 342°,435.0,501.0,"40,000",,FlightAware ADS-B (LFGE),Arrivals,KLM1470,2025-03-24 19:37:57
62235,Mon 01:22:36 PM,47.7816,3.5545,↑ 342°,435.0,501.0,"40,000",,FlightAware ADS-B (LFGE),Arrivals,KLM1470,2025-03-24 19:37:57
62236,Mon 01:23:06 PM,47.8378,3.5265,↑ 341°,436.0,502.0,"40,000",,FlightAware ADS-B (LFFL),Arrivals,KLM1470,2025-03-24 19:37:57
62237,Mon 01:23:38 PM,47.8987,3.4961,↑ 341°,436.0,502.0,"40,000",,FlightAware ADS-B (LFPZ),Arrivals,KLM1470,2025-03-24 19:37:57
62238,Mon 01:24:10 PM,47.9621,3.4644,↑ 341°,436.0,502.0,"40,000",,FlightAware ADS-B (LBG / LFPB),Arrivals,KLM1470,2025-03-24 19:37:57
62239,Mon 01:24:40 PM,48.0179,3.4364,↑ 341°,437.0,503.0,"40,000",,FlightAware ADS-B (LFFE),Arrivals,KLM1470,2025-03-24 19:37:57
62240,Mon 01:25:10 PM,48.0768,3.4068,↑ 341°,437.0,503.0,"40,000",,FlightAware ADS-B (LBG / LFPB),Arrivals,KLM1470,2025-03-24 19:37:57
62241,Mon 01:25:40 PM,48.1311,3.3795,↑ 341°,437.0,503.0,"40,000",,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1470,2025-03-24 19:37:57
62242,Mon 01:26:12 PM,48.1927,3.3484,↑ 341°,437.0,503.0,"40,000",,FlightAware ADS-B (CSF / LFPC),Arrivals,KLM1470,2025-03-24 19:37:57
62243,Mon 01:26:42 PM,48.251,3.3189,↑ 341°,436.0,502.0,"40,000",,FlightAware ADS-B (LFSW),Arrivals,KLM1470,2025-03-24 19:37:57
62244,Mon 01:27:12 PM,48.307,3.2905,↑ 341°,436.0,502.0,"40,000",,FlightAware ADS-B (LFPZ),Arrivals,KLM1470,2025-03-24 19:37:57
62245,Mon 01:27:42 PM,48.3644,3.2611,↑ 341°,436.0,502.0,"40,000",,FlightAware ADS-B (LFFE),Arrivals,KLM1470,2025-03-24 19:37:57
62246,Mon 01:28:12 PM,48.4233,3.2309,↑ 341°,434.0,499.0,"40,000",,FlightAware ADS-B (LBG / LFPB),Arrivals,KLM1470,2025-03-24 19:37:57
62247,Mon 01:28:42 PM,48.4797,3.202,↑ 341°,433.0,498.0,"40,000",,FlightAware ADS-B (LFFE),Arrivals,KLM1470,2025-03-24 19:37:57
62248,Mon 01:29:12 PM,48.5347,3.1738,↑ 341°,433.0,498.0,"40,000",,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1470,2025-03-24 19:37:57
62249,Mon 01:29:42 PM,48.5911,3.1448,↑ 341°,431.0,496.0,"40,000",,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1470,2025-03-24 19:37:57
62250,Mon 01:30:12 PM,48.6491,3.115,↑ 341°,431.0,496.0,"40,000",,FlightAware ADS-B (LFPK),Arrivals,KLM1470,2025-03-24 19:37:57
62251,Mon 01:30:42 PM,48.7056,3.0858,↑ 341°,429.0,494.0,"40,000",,FlightAware ADS-B (LFPL),Arrivals,KLM1470,2025-03-24 19:37:57
62252,Mon 01:31:12 PM,48.7613,3.0571,↑ 341°,428.0,493.0,"40,000",,FlightAware ADS-B (LFQO),Arrivals,KLM1470,2025-03-24 19:37:57
62253,Mon 01:31:32 PM,48.797,3.0389,↑ 344°,426.0,490.0,"40,000",,FlightAware ADS-B (LFFE),Arrivals,KLM1470,2025-03-24 19:37:57
62254,Mon 01:31:48 PM,48.8289,3.0271,↑ 350°,423.0,487.0,"40,000",,FlightAware ADS-B (LBG / LFPB),Arrivals,KLM1470,2025-03-24 19:37:57
62255,Mon 01:32:08 PM,48.8669,3.0203,↑ 357°,419.0,482.0,"40,000",-475.0,FlightAware ADS-B (LFFL),Arrivals,KLM1470,2025-03-24 19:37:57
62256,Mon 01:32:48 PM,48.9444,3.0175,↑ 359°,418.0,481.0,"39,525",-836.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62257,Mon 01:33:18 PM,49.0024,3.0158,↑ 359°,417.0,480.0,"39,025",-959.0,FlightAware ADS-B (LFFL),Arrivals,KLM1470,2025-03-24 19:37:57
62258,Mon 01:33:49 PM,49.0623,3.0137,↑ 359°,420.0,483.0,"38,550",-934.0,FlightAware ADS-B (LFQD),Arrivals,KLM1470,2025-03-24 19:37:57
62259,Mon 01:34:19 PM,49.1207,3.0119,↑ 359°,421.0,484.0,"38,075",-934.0,FlightAware ADS-B (EGSQ),Arrivals,KLM1470,2025-03-24 19:37:57
62260,Mon 01:34:50 PM,49.1807,3.0103,↑ 359°,411.0,473.0,"37,600",-959.0,FlightAware ADS-B (LBG / LFPB),Arrivals,KLM1470,2025-03-24 19:37:57
62261,Mon 01:35:20 PM,49.2377,3.0082,↑ 359°,408.0,470.0,"37,100",-1000.0,FlightAware ADS-B (EBGB),Arrivals,KLM1470,2025-03-24 19:37:57
62262,Mon 01:35:50 PM,49.2966,3.0063,↑ 359°,404.0,465.0,"36,600",-975.0,FlightAware ADS-B (KJK / EBKT),Arrivals,KLM1470,2025-03-24 19:37:57
62263,Mon 01:36:20 PM,49.3482,3.0043,↑ 359°,395.0,455.0,"36,125",-590.0,FlightAware ADS-B (ESH / EGKA),Arrivals,KLM1470,2025-03-24 19:37:57
62264,Mon 01:36:51 PM,49.4061,3.0027,↑ 359°,390.0,449.0,"36,000",-123.0,FlightAware ADS-B (LFSW),Arrivals,KLM1470,2025-03-24 19:37:57
62265,Mon 01:37:21 PM,49.4582,3.0012,↑ 359°,396.0,456.0,"36,000",,FlightAware ADS-B (STN / EGSS),Arrivals,KLM1470,2025-03-24 19:37:57
62266,Mon 01:37:51 PM,49.5162,2.9993,↑ 359°,396.0,456.0,"36,000",,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1470,2025-03-24 19:37:57
62267,Mon 01:38:21 PM,49.569,2.9977,↑ 359°,396.0,456.0,"36,000",,FlightAware ADS-B (LFQL),Arrivals,KLM1470,2025-03-24 19:37:57
62268,Mon 01:38:51 PM,49.6243,2.9958,↑ 359°,395.0,455.0,"36,000",,FlightAware ADS-B (EGUV),Arrivals,KLM1470,2025-03-24 19:37:57
62269,Mon 01:39:21 PM,49.6791,2.9941,↑ 359°,391.0,450.0,"36,000",,FlightAware ADS-B (EBBL),Arrivals,KLM1470,2025-03-24 19:37:57
62270,Mon 01:39:52 PM,49.7347,2.9922,↑ 359°,386.0,444.0,"36,000",,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1470,2025-03-24 19:37:57
62271,Mon 01:40:22 PM,49.7878,2.9902,↑ 359°,384.0,442.0,"36,000",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62272,Mon 01:40:52 PM,49.8406,2.9884,↑ 359°,384.0,442.0,"36,000",,FlightAware ADS-B (EHHV),Arrivals,KLM1470,2025-03-24 19:37:57
62273,Mon 01:41:22 PM,49.8939,2.9867,↑ 359°,383.0,441.0,"36,000",,FlightAware ADS-B (EGHR),Arrivals,KLM1470,2025-03-24 19:37:57
62274,Mon 01:41:52 PM,49.9463,2.985,↑ 359°,383.0,441.0,"36,000",,FlightAware ADS-B (MST / EHBK),Arrivals,KLM1470,2025-03-24 19:37:57
62275,Mon 01:42:22 PM,50.0001,2.9833,↑ 359°,382.0,440.0,"36,000",,FlightAware ADS-B (ORY / LFPO),Arrivals,KLM1470,2025-03-24 19:37:57
62276,Mon 01:42:52 PM,50.053,2.9817,↑ 359°,382.0,440.0,"36,000",,FlightAware ADS-B (EGSQ),Arrivals,KLM1470,2025-03-24 19:37:57
62277,Mon 01:43:22 PM,50.1065,2.98,↑ 359°,382.0,440.0,"36,000",,FlightAware ADS-B (EGSL),Arrivals,KLM1470,2025-03-24 19:37:57
62278,Mon 01:43:52 PM,50.1588,2.9783,↑ 359°,383.0,441.0,"36,000",-200.0,FlightAware ADS-B (HZB / LFQT),Arrivals,KLM1470,2025-03-24 19:37:57
62279,Mon 01:44:22 PM,50.2121,2.9765,↑ 359°,381.0,438.0,"35,800",-1650.0,FlightAware ADS-B (EBBT),Arrivals,KLM1470,2025-03-24 19:37:57
62280,Mon 01:44:52 PM,50.2642,2.9745,↑ 359°,393.0,452.0,"34,350",-1800.0,FlightAware ADS-B (EBUL),Arrivals,KLM1470,2025-03-24 19:37:57
62281,Mon 01:45:22 PM,50.3202,2.9726,↑ 359°,404.0,465.0,"34,000",-350.0,FlightAware ADS-B (EBBL),Arrivals,KLM1470,2025-03-24 19:37:57
62282,Mon 01:45:52 PM,50.3765,2.9709,↑ 359°,404.0,465.0,"34,000",,FlightAware ADS-B (EGHR),Arrivals,KLM1470,2025-03-24 19:37:57
62283,Mon 01:46:09 PM,50.4068,2.9733,↑ 8°,397.0,457.0,"34,000",,FlightAware ADS-B (EGHR),Arrivals,KLM1470,2025-03-24 19:37:57
62284,Mon 01:46:29 PM,50.4434,2.99,↗ 23°,388.0,447.0,"34,000",,FlightAware ADS-B (LIL / LFQQ),Arrivals,KLM1470,2025-03-24 19:37:57
62285,Mon 01:47:05 PM,50.4986,3.0349,↗ 28°,385.0,443.0,"34,000",-455.0,FlightAware ADS-B (EBGB),Arrivals,KLM1470,2025-03-24 19:37:57
62286,Mon 01:47:35 PM,50.546,3.0742,↗ 28°,368.0,423.0,"33,500",-1050.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62287,Mon 01:48:05 PM,50.5918,3.1122,↗ 28°,363.0,418.0,"32,950",-975.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62288,Mon 01:48:35 PM,50.6348,3.1481,↗ 28°,375.0,432.0,"32,525",-900.0,FlightAware ADS-B (LFPM),Arrivals,KLM1470,2025-03-24 19:37:57
62289,Mon 01:49:05 PM,50.683,3.1882,↗ 28°,383.0,441.0,"32,050",-925.0,FlightAware ADS-B (EBTY),Arrivals,KLM1470,2025-03-24 19:37:57
62290,Mon 01:49:35 PM,50.7293,3.2271,↗ 28°,386.0,444.0,"31,600",-950.0,FlightAware ADS-B (KJK / EBKT),Arrivals,KLM1470,2025-03-24 19:37:57
62291,Mon 01:50:05 PM,50.7756,3.2661,↗ 28°,381.0,438.0,"31,100",-1400.0,FlightAware ADS-B (GNE / EBGT),Arrivals,KLM1470,2025-03-24 19:37:57
62292,Mon 01:50:35 PM,50.8218,3.3052,↗ 28°,375.0,432.0,"30,200",-1950.0,FlightAware ADS-B (EBFN),Arrivals,KLM1470,2025-03-24 19:37:57
62293,Mon 01:51:05 PM,50.8685,3.3444,↗ 28°,368.0,423.0,"29,150",-2000.0,FlightAware ADS-B (EBTY),Arrivals,KLM1470,2025-03-24 19:37:57
62294,Mon 01:51:35 PM,50.9113,3.3803,↗ 28°,362.0,417.0,"28,200",-1700.0,FlightAware ADS-B (EGSJ),Arrivals,KLM1470,2025-03-24 19:37:57
62295,Mon 01:52:05 PM,50.9559,3.4182,↗ 28°,366.0,421.0,"27,450",-2225.0,FlightAware ADS-B (EBSJ),Arrivals,KLM1470,2025-03-24 19:37:57
62296,Mon 01:52:35 PM,50.9994,3.4551,↗ 28°,369.0,425.0,"25,975",-2575.0,FlightAware ADS-B (EHTL),Arrivals,KLM1470,2025-03-24 19:37:57
62297,Mon 01:53:05 PM,51.0441,3.4934,↗ 29°,365.0,420.0,"24,875",-2375.0,FlightAware ADS-B (EBBZ),Arrivals,KLM1470,2025-03-24 19:37:57
62298,Mon 01:53:35 PM,51.0885,3.5315,↗ 29°,362.0,417.0,"23,600",-2325.0,FlightAware ADS-B (LFQO),Arrivals,KLM1470,2025-03-24 19:37:57
62299,Mon 01:54:05 PM,51.1344,3.5706,↗ 28°,350.0,403.0,"22,550",-1600.0,FlightAware ADS-B (EBUL),Arrivals,KLM1470,2025-03-24 19:37:57
62300,Mon 01:54:35 PM,51.1758,3.6058,↗ 28°,339.0,390.0,"22,000",-938.0,FlightAware ADS-B (EBSW),Arrivals,KLM1470,2025-03-24 19:37:57
62301,Mon 01:55:01 PM,51.2097,3.6347,↗ 27°,338.0,389.0,"21,675",-2250.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62302,Mon 01:55:37 PM,51.2634,3.6726,↗ 24°,351.0,404.0,"19,675",-3318.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62303,Mon 01:56:07 PM,51.3086,3.7043,↗ 24°,357.0,411.0,"18,025",-3125.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62304,Mon 01:56:37 PM,51.3523,3.7349,↗ 24°,360.0,414.0,"16,550",-2775.0,FlightAware ADS-B (EHVB),Arrivals,KLM1470,2025-03-24 19:37:57
62305,Mon 01:57:07 PM,51.3997,3.7682,↗ 24°,355.0,409.0,"15,250",-2425.0,FlightAware ADS-B (LFQL),Arrivals,KLM1470,2025-03-24 19:37:57
62306,Mon 01:57:37 PM,51.4427,3.7985,↗ 24°,348.0,400.0,"14,125",-2350.0,FlightAware ADS-B (EHMZ),Arrivals,KLM1470,2025-03-24 19:37:57
62307,Mon 01:58:07 PM,51.487,3.8295,↗ 23°,344.0,396.0,"12,900",-2450.0,FlightAware ADS-B (MGL / EDLN),Arrivals,KLM1470,2025-03-24 19:37:57
62308,Mon 01:58:37 PM,51.5319,3.8609,↗ 24°,340.0,391.0,"11,675",-2400.0,FlightAware ADS-B (EHSE),Arrivals,KLM1470,2025-03-24 19:37:57
62309,Mon 01:59:07 PM,51.5736,3.8906,↗ 24°,336.0,387.0,"10,500",-1763.0,FlightAware ADS-B (EHVB),Arrivals,KLM1470,2025-03-24 19:37:57
62310,Mon 01:59:34 PM,51.612,3.9179,↗ 24°,317.0,365.0,"10,000",-868.0,FlightAware ADS-B (EHSE),Arrivals,KLM1470,2025-03-24 19:37:57
62311,Mon 02:00:04 PM,51.6483,3.9438,↗ 24°,292.0,336.0,"9,675",-825.0,FlightAware ADS-B (EHMZ),Arrivals,KLM1470,2025-03-24 19:37:57
62312,Mon 02:00:34 PM,51.6861,3.9703,↗ 23°,276.0,318.0,"9,175",-1100.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62313,Mon 02:01:04 PM,51.7199,3.9944,↗ 24°,267.0,307.0,"8,575",-1075.0,FlightAware ADS-B (WOE / EHWO),Arrivals,KLM1470,2025-03-24 19:37:57
62314,Mon 02:01:34 PM,51.7544,4.0193,↗ 24°,266.0,306.0,"8,100",-845.0,FlightAware ADS-B (EBGB),Arrivals,KLM1470,2025-03-24 19:37:57
62315,Mon 02:01:59 PM,51.7825,4.0396,↗ 24°,267.0,307.0,"7,800",-733.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62316,Mon 02:02:19 PM,51.8016,4.0644,↗ 45°,272.0,313.0,"7,550",-689.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62317,Mon 02:02:36 PM,51.8135,4.0894,↗ 58°,275.0,316.0,"7,375",-727.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62318,Mon 02:02:52 PM,51.8236,4.1194,↗ 62°,276.0,318.0,"7,150",-489.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62319,Mon 02:03:22 PM,51.8416,4.1733,↗ 61°,273.0,314.0,"7,000",-150.0,FlightAware ADS-B (EHDB),Arrivals,KLM1470,2025-03-24 19:37:57
62320,Mon 02:03:52 PM,51.8599,4.2274,↗ 61°,272.0,313.0,"7,000",,FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1470,2025-03-24 19:37:57
62321,Mon 02:04:22 PM,51.8778,4.2796,↗ 61°,273.0,314.0,"7,000",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62322,Mon 02:04:47 PM,51.8926,4.325,↗ 63°,275.0,316.0,"7,000",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62323,Mon 02:05:12 PM,51.9074,4.3708,↗ 63°,275.0,316.0,"7,000",,FlightAware ADS-B (EHVB),Arrivals,KLM1470,2025-03-24 19:37:57
62324,Mon 02:05:42 PM,51.9252,4.4261,↗ 63°,274.0,315.0,"7,000",-188.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62325,Mon 02:06:08 PM,51.9404,4.4734,↗ 63°,276.0,318.0,"6,825",-1071.0,FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1470,2025-03-24 19:37:57
62326,Mon 02:06:38 PM,51.9583,4.5295,↗ 63°,277.0,319.0,"6,000",-1446.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62327,Mon 02:07:04 PM,51.9733,4.5766,↗ 63°,273.0,314.0,"5,475",-723.0,FlightAware ADS-B (EBBT),Arrivals,KLM1470,2025-03-24 19:37:57
62328,Mon 02:07:34 PM,51.9889,4.6274,↗ 64°,250.0,288.0,"5,325",-348.0,FlightAware ADS-B (EHSE),Arrivals,KLM1470,2025-03-24 19:37:57
62329,Mon 02:08:00 PM,52.0018,4.6699,↗ 64°,234.0,269.0,"5,150",-393.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62330,Mon 02:08:16 PM,52.0105,4.6914,↗ 47°,222.0,255.0,"5,050",-593.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62331,Mon 02:08:43 PM,52.0361,4.7088,↑ 12°,207.0,238.0,"4,725",-736.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62332,Mon 02:09:11 PM,52.062,4.7169,↑ 8°,210.0,242.0,"4,375",-543.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62333,Mon 02:09:30 PM,52.08,4.7195,↑ 3°,207.0,238.0,"4,300",-406.0,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1470,2025-03-24 19:37:57
62334,Mon 02:09:59 PM,52.106,4.7204,↑ 1°,193.0,222.0,"4,050",-810.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62335,Mon 02:10:20 PM,52.1249,4.721,↑ 2°,191.0,220.0,"3,625",-1265.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62336,Mon 02:10:50 PM,52.1509,4.723,↑ 4°,193.0,222.0,"2,975",-1175.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62337,Mon 02:11:20 PM,52.1785,4.7262,↑ 3°,185.0,213.0,"2,450",-1000.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62338,Mon 02:11:50 PM,52.2026,4.7285,↑ 3°,180.0,207.0,"1,975",-975.0,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1470,2025-03-24 19:37:57
62339,Mon 02:12:20 PM,52.2264,4.7305,↑ 3°,157.0,181.0,"1,475",-906.0,FlightAware ADS-B (EHVB),Arrivals,KLM1470,2025-03-24 19:37:57
62340,Mon 02:12:38 PM,52.2397,4.7317,↑ 3°,138.0,159.0,"1,250",-794.0,Surface and Near-Surface,Arrivals,KLM1470,2025-03-24 19:37:57
62341,Mon 02:12:54 PM,52.2488,4.7325,↑ 3°,136.0,157.0,"1,025",-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62342,Mon 02:13:10 PM,52.2592,4.7334,↑ 3°,135.0,155.0,850,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62343,Mon 02:13:26 PM,52.2687,4.7342,↑ 3°,135.0,155.0,625,-797.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62344,Mon 02:13:42 PM,52.2794,4.7352,↑ 3°,137.0,158.0,425,-750.0,FlightAware ADS-B (EHVB),Arrivals,KLM1470,2025-03-24 19:37:57
62345,Mon 02:13:58 PM,52.2891,4.7362,↑ 3°,135.0,155.0,225,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62346,Mon 02:14:14 PM,52.2988,4.7371,↑ 3°,135.0,155.0,25,-750.0,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1470,2025-03-24 19:37:57
62347,Mon 02:14:30 PM,52.3089,4.738,↑ 3°,135.0,155.0,,-750.0,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1470,2025-03-24 19:37:57
62348,Mon 01:33:47 PM,49.625,6.2076,↙ 240°,156.0,180.0,"1,375",,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62349,Mon 01:34:03 PM,49.6192,6.1924,↙ 240°,157.0,181.0,"2,025",2250.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62350,Mon 01:34:19 PM,49.6133,6.1763,↙ 241°,165.0,190.0,"2,575",2156.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62351,Mon 01:34:35 PM,49.607,6.159,↙ 241°,171.0,197.0,"3,175",2203.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62352,Mon 01:34:51 PM,49.6011,6.1431,↙ 240°,172.0,198.0,"3,750",2344.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62353,Mon 01:35:07 PM,49.5947,6.126,↙ 244°,169.0,194.0,"4,425",1985.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62354,Mon 01:35:25 PM,49.594,6.1039,← 289°,181.0,208.0,"4,875",1067.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62355,Mon 01:35:52 PM,49.6106,6.0757,↖ 321°,225.0,259.0,"5,225",1711.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62356,Mon 01:36:22 PM,49.635,6.0446,↖ 320°,239.0,275.0,"6,500",1989.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62357,Mon 01:36:38 PM,49.6496,6.0256,↖ 320°,266.0,306.0,"6,750",1781.0,FlightAware ADS-B (LFFN),Arrivals,GER1714,2025-03-24 19:37:57
62358,Mon 01:36:54 PM,49.6656,6.0049,↖ 320°,274.0,315.0,"7,450",2837.0,FlightAware ADS-B (EDKV),Arrivals,GER1714,2025-03-24 19:37:57
62359,Mon 01:37:24 PM,49.6934,5.9686,↖ 320°,275.0,316.0,"8,925",2546.0,FlightAware ADS-B (SCN / EDDR),Arrivals,GER1714,2025-03-24 19:37:57
62360,Mon 01:38:10 PM,49.7392,5.9089,↖ 320°,300.0,345.0,"10,675",2182.0,FlightAware ADS-B (EHDP),Arrivals,GER1714,2025-03-24 19:37:57
62361,Mon 01:38:41 PM,49.7758,5.8611,↖ 320°,317.0,365.0,"11,725",2262.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62362,Mon 01:39:11 PM,49.808,5.819,↖ 320°,317.0,365.0,"12,975",2450.0,FlightAware ADS-B (EDFV),Arrivals,GER1714,2025-03-24 19:37:57
62363,Mon 01:39:41 PM,49.8413,5.7753,↖ 320°,319.0,367.0,"14,175",2400.0,FlightAware ADS-B (CGN / EDDK),Arrivals,GER1714,2025-03-24 19:37:57
62364,Mon 01:40:11 PM,49.8745,5.7317,↖ 320°,323.0,372.0,"15,375",2220.0,FlightAware ADS-B (EHDP),Arrivals,GER1714,2025-03-24 19:37:57
62365,Mon 01:40:31 PM,49.8986,5.7001,↖ 320°,331.0,381.0,"16,025",1980.0,FlightAware ADS-B (DUS / EDDL),Arrivals,GER1714,2025-03-24 19:37:57
62366,Mon 01:41:01 PM,49.9326,5.6551,↖ 320°,336.0,387.0,"17,025",2100.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62367,Mon 01:41:31 PM,49.9685,5.6077,↖ 320°,341.0,392.0,"18,125",2100.0,FlightAware ADS-B (EDKF),Arrivals,GER1714,2025-03-24 19:37:57
62368,Mon 01:42:01 PM,50.0061,5.5581,↖ 320°,348.0,400.0,"19,125",2127.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62369,Mon 01:42:26 PM,50.037,5.5171,↖ 319°,349.0,402.0,"20,075",1964.0,FlightAware ADS-B (LUX / ELLX),Arrivals,GER1714,2025-03-24 19:37:57
62370,Mon 01:42:56 PM,50.0733,5.469,↖ 320°,355.0,409.0,"20,925",1825.0,FlightAware ADS-B (EDLD),Arrivals,GER1714,2025-03-24 19:37:57
62371,Mon 01:43:26 PM,50.1111,5.4186,↖ 319°,360.0,414.0,"21,900",1750.0,FlightAware ADS-B (EDKV),Arrivals,GER1714,2025-03-24 19:37:57
62372,Mon 01:43:56 PM,50.1496,5.3671,↖ 319°,368.0,423.0,"22,675",1650.0,FlightAware ADS-B (EHDL),Arrivals,GER1714,2025-03-24 19:37:57
62373,Mon 01:44:26 PM,50.1897,5.3136,↖ 319°,372.0,428.0,"23,550",1325.0,FlightAware ADS-B (BRU / EBBR),Arrivals,GER1714,2025-03-24 19:37:57
62374,Mon 01:44:56 PM,50.2272,5.2633,↖ 319°,386.0,444.0,"24,000",450.0,FlightAware ADS-B (UDE / EHVK),Arrivals,GER1714,2025-03-24 19:37:57
62375,Mon 01:45:26 PM,50.2718,5.2033,↖ 319°,406.0,467.0,"24,000",,FlightAware ADS-B (EDRV),Arrivals,GER1714,2025-03-24 19:37:57
62376,Mon 01:45:56 PM,50.3118,5.1494,↖ 319°,404.0,465.0,"24,000",,FlightAware ADS-B (BBJ / EDRB),Arrivals,GER1714,2025-03-24 19:37:57
62377,Mon 01:46:26 PM,50.3539,5.0926,↖ 319°,403.0,464.0,"24,000",,FlightAware ADS-B (EBAM),Arrivals,GER1714,2025-03-24 19:37:57
62378,Mon 01:46:56 PM,50.3967,5.0346,↖ 319°,401.0,461.0,"24,000",,FlightAware ADS-B (EDFY),Arrivals,GER1714,2025-03-24 19:37:57
62379,Mon 01:47:26 PM,50.4392,4.977,↖ 319°,398.0,458.0,"24,000",,FlightAware ADS-B (EDKN),Arrivals,GER1714,2025-03-24 19:37:57
62380,Mon 01:47:56 PM,50.4814,4.9196,↖ 319°,396.0,456.0,"24,000",,FlightAware ADS-B (EBSW),Arrivals,GER1714,2025-03-24 19:37:57
62381,Mon 01:48:26 PM,50.5215,4.8648,↖ 319°,396.0,456.0,"24,000",,FlightAware ADS-B (BRU / EBBR),Arrivals,GER1714,2025-03-24 19:37:57
62382,Mon 01:48:56 PM,50.563,4.8081,↖ 319°,398.0,458.0,"24,000",,FlightAware ADS-B (LGG / EBLG),Arrivals,GER1714,2025-03-24 19:37:57
